episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,custom_metrics/raw_reward_mean,custom_metrics/raw_reward_min,custom_metrics/raw_reward_max,custom_metrics/normalized_raw_reward_mean,custom_metrics/normalized_raw_reward_min,custom_metrics/normalized_raw_reward_max,custom_metrics/auxiliary_reward_coverage_rate_mean,custom_metrics/auxiliary_reward_coverage_rate_min,custom_metrics/auxiliary_reward_coverage_rate_max,custom_metrics/reward_coefficient_coverage_rate_mean,custom_metrics/reward_coefficient_coverage_rate_min,custom_metrics/reward_coefficient_coverage_rate_max,custom_metrics/coverage_rate_mean,custom_metrics/coverage_rate_min,custom_metrics/coverage_rate_max,custom_metrics/real_coverage_rate_mean,custom_metrics/real_coverage_rate_min,custom_metrics/real_coverage_rate_max,custom_metrics/mean_transport_rate_mean,custom_metrics/mean_transport_rate_min,custom_metrics/mean_transport_rate_max,custom_metrics/num_delivered_cargoes_mean,custom_metrics/num_delivered_cargoes_min,custom_metrics/num_delivered_cargoes_max,custom_metrics/episode_raw_reward_mean,custom_metrics/episode_raw_reward_min,custom_metrics/episode_raw_reward_max,custom_metrics/episode_normalized_raw_reward_mean,custom_metrics/episode_normalized_raw_reward_min,custom_metrics/episode_normalized_raw_reward_max,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_steps_trained_this_iter,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/loss,info/learner/default_policy/learner_stats/grad_norm,info/learner/default_policy/learner_stats/td_error_abs,info/learner/default_policy/learner_stats/q_taken_mean,info/learner/default_policy/learner_stats/target_mean,info/learner/default_policy/learner_stats/focus_action_distill_loss,info/learner/default_policy/learner_stats/focus_action_distill_mode,info/learner/default_policy/learner_stats/focus_action_distill_confidence_mode,info/learner/default_policy/learner_stats/focus_action_distill_valid_ratio,info/learner/default_policy/learner_stats/focus_teacher_student_top1_agreement,info/learner/default_policy/learner_stats/focus_teacher_q_top1_agreement,info/learner/default_policy/learner_stats/focus_teacher_student_kl,info/learner/default_policy/learner_stats/focus_teacher_entropy,info/learner/default_policy/learner_stats/focus_teacher_confidence,info/learner/default_policy/learner_stats/focus_student_bias_abs_mean,info/learner/default_policy/learner_stats/focus_student_bias_std,info/learner/default_policy/learner_stats/focus_action_distill_coeff,info/learner/default_policy/learner_stats/focus_belief_loss,info/learner/default_policy/learner_stats/focus_valid_ratio,info/learner/default_policy/learner_stats/focus_mean_signal,info/learner/default_policy/learner_stats/focus_signal_weight_mean,info/learner/default_policy/learner_stats/focus_rho_entropy,info/learner/default_policy/learner_stats/focus_lambda_entropy,info/learner/default_policy/learner_stats/focus_beta_belief,info/learner/default_policy/learner_stats/focus_confidence_mean,info/learner/default_policy/learner_stats/focus_confidence_min,info/learner/default_policy/learner_stats/focus_confidence_max,info/learner/default_policy/learner_stats/focus_confidence_mode,info/learner/default_policy/learner_stats/focus_belief_loss_h1,info/learner/default_policy/learner_stats/focus_belief_pos_error_h1,info/learner/default_policy/learner_stats/focus_belief_pred_std_h1,info/learner/default_policy/learner_stats/focus_belief_loss_h2,info/learner/default_policy/learner_stats/focus_belief_pos_error_h2,info/learner/default_policy/learner_stats/focus_belief_pred_std_h2,info/learner/default_policy/learner_stats/focus_belief_loss_h3,info/learner/default_policy/learner_stats/focus_belief_pos_error_h3,info/learner/default_policy/learner_stats/focus_belief_pred_std_h3,info/learner/default_policy/learner_stats/td_loss
1878.5,865.0,1425.2045454545455,236.6818181818182,22,2,5207,1437,5207,False,22,1,2650f_00000,194172fd18594ec4a634b9d0af3ca27a,2026-08-24_23-12-59,1787587979,637.2623286247253,637.2623286247253,117047,ASUS-PAVT,172.27.211.168,637.2623286247253,1437,1,11.426010847091675,-35.52990262450332,-45.27619047619048,-28.42570281124498,-0.0027757736425393213,-0.0035372023809523813,-0.002220758032128514,1.4985092643255427,1.0297619047619047,1.8860441767068272,1.0,1.0,1.0,0.30018959162017933,0.20595238095238094,0.3784136546184739,0.30086313333115,0.18751544892766267,0.375592768227623,0.6515980113636363,0.55296875,0.75640625,64.0,64.0,64.0,-8340.454545454546,-9682.0,-7078.0,-0.6515980113636363,-0.7564062500000001,-0.55296875,"[1056.0, 1159.0, 1591.0, 1642.0, 1494.0, 1878.5, 1853.5, 1432.0, 1730.0, 865.0, 1589.0, 1327.5, 1028.5, 1037.5, 1316.0, 1320.0, 1463.5, 1161.0, 1810.5, 1382.0, 1638.0, 1580.0]","[217, 262, 244, 249, 231, 249, 266, 233, 241, 210, 239, 228, 228, 208, 217, 221, 261, 226, 280, 231, 246, 220]",8.484839494376986,13.391710555252187,0.7310305619227644,92.07894749538072,0.0,55038.588,25.824,40118.802,35.427,280.697,5207,5207,15548,1437,5207,11,20.522389791183297,55.672273781902554,393.0008850097656,12284.56640625,9.264428252218163,339.7821198677801,340.0831593597773,0.4177096486091614,soft_kl,entropy,0.8553571701049805,0.00034794711973518133,0.00034794711973518133,0.38886138796806335,2.8268768787384033,0.12178132683038712,0.12472870945930481,0.14929579198360443,0.05,120.61595153808594,0.8547618985176086,1.943582534790039,1.0000699758529663,0.9894984364509583,0.5305718779563904,0.01,0.5231649279594421,0.0,1.0,loss,102.81336212158203,380.13665771484375,29.146501541137695,118.32980346679688,391.48297119140625,28.89698028564453,145.1346435546875,417.4229431152344,27.62245750427246,391.77386474609375
2148.0,1382.0,1709.1,250.68,22,2,10777,1441,10777,False,44,2,2650f_00000,194172fd18594ec4a634b9d0af3ca27a,2026-08-24_23-22-45,1787588565,585.6070013046265,1222.8693299293518,117047,ASUS-PAVT,172.27.211.168,1222.8693299293518,2878,2,11.426010847091675,-30.060043756378718,-35.68807339449541,-21.52851711026616,-0.002348440918467088,-0.002788130733944954,-0.001681915399239544,1.7059571838286423,1.3899253731343284,2.041825095057034,1.0,1.0,1.0,0.3416540197574144,0.27807835820895527,0.40836501901140687,0.3639077376217217,0.3038237688237688,0.4580181782256471,0.5855375,0.44234375,0.65484375,64.0,64.0,64.0,-7494.88,-8382.0,-5662.0,-0.5855374999999999,-0.65484375,-0.44234375000000004,"[1382.0, 1638.0, 1580.0, 1756.5, 1850.5, 1522.5, 1792.5, 1853.0, 1806.5, 1599.5, 1821.0, 1490.0, 1477.0, 1726.5, 1484.5, 1466.5, 1968.0, 1747.0, 1771.0, 1815.5, 1743.0, 1611.0, 2040.5, 1637.0, 2148.0]","[231, 246, 220, 244, 241, 243, 265, 267, 241, 270, 243, 268, 232, 244, 218, 234, 247, 275, 261, 257, 259, 238, 291, 269, 263]",13.081854360368204,11.342757436653496,0.5489214735290581,87.1569961586172,0.0,53080.015,27.274,36439.814,39.729,144.282,10777,10777,31500,1441,10777,22,19.887048567870483,59.44184308841844,1226.95361328125,63375.82421875,9.246449541334142,230.7914642609299,234.3568051700208,0.38840678334236145,soft_kl,entropy,0.8928129076957703,0.25485774874687195,0.0,0.36628231406211853,2.8276469707489014,0.12154208868741989,0.14502260088920593,0.16032885015010834,0.05,72.00396728515625,0.8897150158882141,2.0950751304626465,1.0002626180648804,0.9697149991989136,0.42167699337005615,0.01,0.577046275138855,0.0,1.0,loss,57.64765548706055,279.4618225097656,31.01351547241211,72.34898376464844,307.70806884765625,30.650651931762695,89.34446716308594,327.9946594238281,29.338619232177734,1226.214111328125
2185.5,1400.5,1830.28,242.88,22,2,16026,1367,16026,False,66,3,2650f_00000,194172fd18594ec4a634b9d0af3ca27a,2026-08-24_23-31-27,1787589087,521.9032757282257,1744.7726056575775,117047,ASUS-PAVT,172.27.211.168,1744.7726056575775,4245,3,11.426010847091675,-28.7438063003105,-39.62626262626262,-21.52851711026616,-0.0022456098672117577,-0.0030958017676767685,-0.001681915399239544,1.8859000700190292,1.4898936170212767,2.232142857142857,1.0,1.0,1.0,0.37762980366652177,0.2979787234042553,0.4472926267281106,0.4031815233178682,0.34526139817629176,0.47403774412991,0.5399125,0.44234375,0.64890625,64.0,64.0,64.0,-6910.88,-8306.0,-5662.0,-0.5399125,-0.64890625,-0.44234375000000004,"[2040.5, 1637.0, 2148.0, 1717.0, 1958.5, 1654.0, 1566.0, 1579.0, 1569.5, 1937.5, 1423.5, 1746.5, 2185.5, 2059.0, 1933.5, 1400.5, 1709.5, 2139.0, 1671.0, 2182.0, 1868.5, 1836.5, 1795.5, 2080.0, 1919.5]","[291, 269, 263, 239, 233, 246, 242, 236, 206, 217, 198, 225, 286, 254, 245, 235, 232, 274, 227, 266, 226, 232, 235, 264, 231]",12.361559891152023,10.489053646533442,0.4615394438937787,84.44432002473663,0.0,45561.12,30.357,31314.084,44.169,53.34,16026,16026,46753,1367,16026,33,18.595423023578363,61.232732316227455,162.53781127929688,4523.7080078125,4.5192958605751645,184.47075027432334,184.77047137893197,0.3779962956905365,soft_kl,entropy,0.8969816565513611,0.22787125408649445,0.0,0.3626580834388733,2.826853036880493,0.12178872525691986,0.19253678619861603,0.20814982056617737,0.05,68.73294067382812,0.8969816565513611,2.2184903621673584,1.0000824928283691,0.9788170456886292,0.40756410360336304,0.01,0.5932039618492126,0.0,1.0,loss,50.78424072265625,276.2483215332031,33.22055435180664,71.23822784423828,327.14324951171875,32.81466293334961,88.1081771850586,344.61871337890625,31.67822265625,161.83157348632812
2582.5,1434.0,1896.7,236.04,22,2,21197,1494,21197,False,88,4,2650f_00000,194172fd18594ec4a634b9d0af3ca27a,2026-08-24_23-41-15,1787589675,586.5218961238861,2331.2945017814636,117047,ASUS-PAVT,172.27.211.168,2331.2945017814636,5739,4,11.426010847091675,-28.688592723689986,-36.99009900990099,-20.852830188679246,-0.0022412963065382803,-0.002889851485148515,-0.001629127358490566,2.011067515893608,1.6579241071428572,2.479978354978355,1.0,1.0,1.0,0.4026739635570034,0.33242187500000003,0.49599567099567093,0.4306559665646853,0.3429634353741497,0.5237538651824367,0.52421875,0.4315625,0.61,64.0,64.0,64.0,-6710.0,-7808.0,-5524.0,-0.52421875,-0.61,-0.43156249999999996,"[1795.5, 2080.0, 1919.5, 1950.0, 1763.5, 1915.5, 1663.5, 1965.0, 2003.5, 2076.0, 2085.5, 2291.5, 1724.5, 1714.5, 1853.5, 1804.5, 1722.5, 1740.0, 1702.5, 2582.5, 1485.5, 2050.5, 1434.0, 2016.0, 2078.0]","[235, 264, 231, 248, 207, 277, 206, 238, 240, 289, 232, 231, 204, 208, 230, 234, 249, 228, 220, 265, 224, 256, 202, 232, 251]",12.07542171539484,9.850225636769366,0.42531509057779315,84.03382675924684,0.0,52325.148,27.646,34038.41,42.499,559.802,21197,21197,62708,1494,21197,44,18.84561186650185,63.57144622991348,153.80186462402344,2772.6396484375,4.888842806120315,210.10901941097725,210.09406375502007,0.3752901256084442,soft_kl,entropy,0.932584285736084,0.20448461174964905,0.0,0.35661885142326355,2.82985520362854,0.12085607647895813,0.22720250487327576,0.2501591444015503,0.05,48.055686950683594,0.9319600462913513,2.3311879634857178,1.000579833984375,0.9579364061355591,0.34562939405441284,0.01,0.592634379863739,0.0,1.0,loss,40.823116302490234,249.90997314453125,34.20222091674805,44.17194747924805,249.0732421875,33.713748931884766,61.3000602722168,288.59130859375,32.72183609008789,153.3025360107422
2834.0,1434.0,2075.94,242.96,22,2,26586,1480,26586,False,110,5,2650f_00000,194172fd18594ec4a634b9d0af3ca27a,2026-08-24_23-49-06,1787590146,470.2570450305939,2801.5515468120575,117047,ASUS-PAVT,172.27.211.168,2801.5515468120575,7219,5,11.426010847091675,-25.646633872957732,-36.99009900990099,-18.394052044609666,-0.0020036432713248227,-0.002889851485148515,-0.0014370353159851301,2.136974539692822,1.7467350746268657,2.633828996282528,1.0,1.0,1.0,0.42815576801125343,0.34955690298507464,0.5272614622057,0.4610664609574928,0.35642975011786887,0.5306479140328698,0.4824375000000001,0.38375,0.58375,64.0,64.0,64.0,-6175.2,-7472.0,-4912.0,-0.4824375000000001,-0.58375,-0.38375000000000004,"[1434.0, 2016.0, 2078.0, 2243.0, 2090.0, 2355.0, 2213.5, 2226.5, 1818.5, 2254.0, 2153.5, 2012.5, 2026.5, 2046.5, 2033.5, 2331.0, 1945.5, 2172.5, 1872.5, 2071.5, 2172.5, 1618.0, 1852.0, 2834.0, 2028.0]","[202, 232, 251, 240, 223, 267, 240, 226, 248, 250, 259, 263, 260, 238, 249, 256, 242, 226, 268, 269, 241, 203, 228, 269, 224]",11.937626159270367,9.445209588510204,0.39787256066354737,83.91810467582098,0.0,42164.74,33.516,29022.739,48.693,57.683,26586,26586,78196,1480,26586,55,20.52753623188406,70.25394524959742,105.52716827392578,1352.5316162109375,4.3509330130912165,194.25223817567567,194.22804054054055,0.3758847117424011,soft_kl,entropy,0.9135802388191223,0.20641891658306122,0.00016891892300918698,0.35973361134529114,2.8284173011779785,0.12130279839038849,0.22467446327209473,0.24679531157016754,0.05,36.24967956542969,0.9098765254020691,2.2803642749786377,1.0007370710372925,0.9066041707992554,0.28616899251937866,0.01,0.6269466280937195,0.0,1.0,loss,27.6162166595459,192.2252960205078,35.05481719970703,35.35573196411133,214.57720947265625,34.64079284667969,47.90155792236328,252.41375732421875,33.61886215209961,105.14588165283203
2834.0,1760.0,2228.94,243.44,22,2,31951,1403,31951,False,132,6,2650f_00000,194172fd18594ec4a634b9d0af3ca27a,2026-08-24_23-58-52,1787590732,422.2072649002075,3223.758811712265,117047,ASUS-PAVT,172.27.211.168,3223.758811712265,8622,6,11.426010847091675,-23.67476882558559,-31.194174757281555,-18.394052044609666,-0.0018495913144988747,-0.0024370449029126216,-0.0014370353159851301,2.288847122608143,1.9130434782608696,2.633828996282528,1.0,1.0,1.0,0.458587198169446,0.3840760869565218,0.5272614622057,0.5084863993672637,0.44930659983291565,0.6304029304029304,0.44536250000000005,0.36125,0.55984375,64.0,64.0,64.0,-5700.64,-7166.0,-4624.0,-0.44536249999999994,-0.55984375,-0.36125,"[1852.0, 2834.0, 2028.0, 2288.5, 2349.5, 2357.5, 2459.5, 2415.0, 2277.0, 1760.0, 2335.5, 1832.5, 2298.0, 1968.5, 1844.5, 2267.0, 1843.5, 2564.5, 2586.5, 2209.5, 2078.5, 2403.5, 2369.5, 2267.0, 2234.0]","[228, 269, 224, 248, 240, 228, 256, 265, 230, 230, 234, 226, 248, 202, 224, 250, 206, 295, 280, 239, 236, 247, 262, 279, 240]",11.14254967400268,10.036826366010581,0.37035897594627587,81.21438980832178,0.0,34699.369,41.041,22119.387,64.382,29.885,31951,31951,93951,1403,31951,66,16.701432291666666,71.68723958333334,85.41840362548828,2104.4990234375,3.554128221333749,150.24689281895937,150.59103260869566,0.37862563133239746,soft_kl,entropy,0.8959131836891174,0.1910192370414734,0.00017818959895521402,0.3510463535785675,2.83711314201355,0.11860121786594391,0.21472986042499542,0.23583482205867767,0.05,33.06645965576172,0.8952745795249939,2.2129948139190674,1.0004218816757202,0.9050500988960266,0.24344636499881744,0.01,0.6751694083213806,0.0,1.0,loss,27.22187042236328,198.361572265625,36.75640869140625,32.06443786621094,211.3084716796875,36.50017166137695,41.39537048339844,237.0763702392578,35.51421356201172,85.06880950927734
2901.0,1816.5,2275.7,247.16,22,2,37349,1368,37349,False,154,7,2650f_00000,194172fd18594ec4a634b9d0af3ca27a,2026-08-25_00-04-54,1787591094,361.3488075733185,3585.1076192855835,117047,ASUS-PAVT,172.27.211.168,3585.1076192855835,9990,7,11.426010847091675,-22.892490671431833,-30.347031963470318,-16.148387096774194,-0.0017884758337056118,-0.002370861872146119,-0.0012615927419354837,2.3091507078735605,2.031362007168459,2.7518115942028984,1.0,1.0,1.0,0.4623931166920283,0.40627240143369175,0.5508756038647343,0.5074731249509292,0.4278877988963826,0.5805529319165682,0.43895,0.363125,0.51921875,64.0,64.0,64.0,-5618.56,-6646.0,-4648.0,-0.43895,-0.5192187500000001,-0.36312500000000003,"[2369.5, 2267.0, 2234.0, 2148.5, 2317.0, 2129.5, 2435.0, 2380.5, 2234.5, 2562.5, 2140.5, 2901.0, 2278.5, 2118.0, 2167.5, 2282.0, 1816.5, 2222.0, 2227.5, 2272.0, 2311.5, 2181.0, 2222.0, 2538.0, 2136.5]","[262, 279, 240, 222, 230, 249, 255, 260, 270, 242, 238, 310, 207, 221, 233, 232, 219, 239, 229, 247, 256, 244, 255, 285, 255]",10.300376509435928,9.34996983235643,0.3478542815234153,77.78661797953826,0.0,32484.316,43.19,22849.708,61.401,31.661,37349,37349,109439,1368,37349,77,17.362601626016264,67.8849593495935,76.35637664794922,2922.671875,3.289122107433297,190.26119334795322,189.7215940241228,0.373135507106781,soft_kl,entropy,0.949999988079071,0.2083333283662796,0.0005482456181198359,0.3583594858646393,2.8337886333465576,0.11963412910699844,0.21765132248401642,0.2366531491279602,0.05,31.43517303466797,0.949999988079071,2.6405282020568848,1.0001996755599976,0.9699668884277344,0.22383077442646027,0.01,0.665560781955719,0.0,1.0,loss,23.111597061157227,176.0177459716797,37.44432067871094,31.783588409423828,210.9956817626953,37.06827163696289,41.32406997680664,242.52474975585938,36.200225830078125,76.02336883544922
2672.0,2075.0,2361.02,246.72,22,2,42722,1400,42722,False,176,8,2650f_00000,194172fd18594ec4a634b9d0af3ca27a,2026-08-25_00-13-36,1787591616,522.0848836898804,4107.192502975464,117047,ASUS-PAVT,172.27.211.168,4107.192502975464,11390,8,11.426010847091675,-21.54784342061993,-26.338028169014084,-17.432727272727274,-0.001683425267235932,-0.002057658450704225,-0.0013619318181818181,2.3978492720526425,2.094607843137255,2.748971193415638,1.0,1.0,1.0,0.4801574065618701,0.418921568627451,0.5501800411522635,0.5318456188507821,0.4395112781954887,0.6066294336664707,0.41345624999999997,0.33890625,0.49328125,64.0,64.0,64.0,-5292.24,-6314.0,-4338.0,-0.41345624999999997,-0.49328125,-0.33890624999999996,"[2222.0, 2538.0, 2136.5, 2104.5, 2610.0, 2366.5, 2356.5, 2143.0, 2249.5, 2429.5, 2550.0, 2370.5, 2183.0, 2672.0, 2075.0, 2485.5, 2127.5, 2413.5, 2476.0, 2275.5, 2215.0, 2640.5, 2473.0, 2435.5, 2477.0]","[255, 285, 255, 224, 275, 242, 234, 226, 243, 274, 251, 235, 244, 243, 213, 236, 222, 243, 230, 254, 249, 257, 254, 243, 281]",10.259206205013317,9.062337463317713,0.3389202136845666,77.78180818655267,0.0,46319.198,31.02,34718.796,41.384,80.614,42722,42722,125264,1400,42722,88,21.249641319942615,70.81535150645624,81.13272094726562,5070.6474609375,3.4929258510044643,201.9725892857143,201.06042410714286,0.3752645254135132,soft_kl,entropy,0.9681881070137024,0.19785714149475098,0.0003571428533177823,0.35655462741851807,2.8342621326446533,0.11948689818382263,0.21507516503334045,0.23565176129341125,0.05,31.235698699951172,0.9681881070137024,2.5563805103302,1.0007033348083496,0.9242876768112183,0.1940019279718399,0.01,0.6731987595558167,0.0,1.0,loss,23.594375610351562,182.5594024658203,38.11797332763672,30.225690841674805,206.3471221923828,37.900474548339844,41.79166793823242,248.4099578857422,36.94488525390625,80.80160522460938
2672.0,2005.5,2365.12,238.44,22,2,47905,1455,47905,False,198,9,2650f_00000,194172fd18594ec4a634b9d0af3ca27a,2026-08-25_00-25-16,1787592316,699.7301270961761,4806.92263007164,117047,ASUS-PAVT,172.27.211.168,4806.92263007164,12845,9,11.426010847091675,-21.388190126392555,-27.78894472361809,-15.893129770992367,-0.0016709523536244189,-0.002171011306532663,-0.0012416507633587785,2.4912950145531223,2.159412955465587,2.9906542056074765,1.0,1.0,1.0,0.4988182954673659,0.43188259109311744,0.5988317757009346,0.5588003951266911,0.49918394024276375,0.6668558077436582,0.39473125000000003,0.31890625,0.4528125,64.0,64.0,64.0,-5052.56,-5796.0,-4082.0,-0.39473125000000003,-0.45281250000000006,-0.31890624999999995,"[2473.0, 2435.5, 2477.0, 2141.0, 2407.0, 2437.0, 2584.0, 2216.5, 2059.0, 2133.5, 2672.0, 2136.0, 2275.5, 2171.5, 2535.0, 2357.0, 2663.5, 2466.5, 2560.0, 2541.5, 2005.5, 2344.0, 2293.5, 2486.5, 2256.5]","[254, 243, 281, 214, 230, 262, 257, 255, 199, 247, 262, 236, 209, 206, 248, 227, 270, 260, 214, 262, 217, 254, 221, 227, 206]",10.302780714066689,9.034139439325726,0.33604356673998853,78.49772930616969,0.0,64850.895,22.229,47776.48,30.174,637.444,47905,47905,141093,1455,47905,99,24.660344827586208,73.8280172413793,51.04290771484375,2033.4007568359375,3.064650451030928,160.0150558419244,159.99236469072164,0.37142646312713623,soft_kl,entropy,0.9435797929763794,0.22130584716796875,0.01340206153690815,0.3559871017932892,2.838193655014038,0.1182655394077301,0.2174375355243683,0.23699377477169037,0.05,29.924633026123047,0.9396887421607971,2.506290912628174,1.000501036643982,0.9726253747940063,0.20738129317760468,0.01,0.6708729267120361,0.0,1.0,loss,22.838308334350586,178.59808349609375,38.696533203125,29.249309539794922,205.2447509765625,38.59571838378906,39.423545837402344,242.79856872558594,37.650733947753906,50.72509002685547
2829.5,2180.5,2457.02,245.76,22,2,53395,1052,53395,False,220,10,2650f_00000,194172fd18594ec4a634b9d0af3ca27a,2026-08-25_00-34-25,1787592865,548.6032361984253,5355.525866270065,117047,ASUS-PAVT,172.27.211.168,5355.525866270065,13897,10,11.426010847091675,-20.47275257374155,-25.308755760368662,-14.842465753424657,-0.0015994337948235582,-0.0019772465437788017,-0.0011595676369863012,2.5118648980537013,2.23297342192691,2.927752293577982,1.0,1.0,1.0,0.5030923994008685,0.4474667774086379,0.5855504587155964,0.5612873052776688,0.49348400297619044,0.6245272769301896,0.38854375,0.33859375,0.45421875,64.0,64.0,64.0,-4973.36,-5814.0,-4334.0,-0.38854375,-0.45421874999999995,-0.33859374999999997,"[2293.5, 2486.5, 2256.5, 2688.5, 2240.0, 2255.5, 2180.5, 2405.0, 2548.0, 2277.5, 2428.5, 2538.0, 2258.5, 2829.5, 2727.0, 2429.0, 2258.0, 2787.5, 2246.0, 2663.5, 2543.5, 2430.0, 2553.0, 2535.0, 2567.0]","[221, 227, 206, 301, 242, 209, 236, 234, 256, 222, 230, 272, 246, 271, 259, 252, 235, 292, 217, 263, 282, 272, 218, 242, 239]",10.129644637506908,8.974324728690625,0.33572604657692745,80.07516026291898,0.0,48887.084,27.289,30722.088,43.425,30.579,53395,53395,155865,1052,53395,110,20.64092140921409,61.54457994579946,77.81539154052734,2277.701171875,3.2141196827471483,168.08467502376425,167.78961204847909,0.36898696422576904,soft_kl,entropy,0.935943067073822,0.21459124982357025,0.018536122515797615,0.3536927402019501,2.8432886600494385,0.11668270081281662,0.1981075257062912,0.21621474623680115,0.05,28.540122985839844,0.935943067073822,2.380567789077759,1.0003122091293335,1.0010063648223877,0.3195980489253998,0.01,0.6036280393600464,0.0,1.0,loss,22.928504943847656,179.62771606445312,38.747337341308594,27.291780471801758,198.95333862304688,38.71854019165039,36.8550910949707,237.11952209472656,37.8780632019043,77.51154327392578
